full_text_comments,full_text_comments_preprocessed
@dwi_brom @dinopattidjalal @Kemlu_RI @Menlu_RI @prabowo Bangun tidur dikasih laporan : AMAN PAK bobo lagi,bangun tidur dikasih laporan aman pak bobo lagi
@dinopattidjalal @Kemlu_RI @Menlu_RI Bukankah RI saat ini justru menjadi contoh negara di dunia yg kehilangan martabat dan harga diri di panggung internasional? Harusnya kita bangga dong ya baru kali ini di era kepemimpinan saat ini ada yg bisa dicontoh dari RI oleh negara² lain. Contoh yg salah tapi... ‍‍️,bukankah ri saat ini justru menjadi contoh negara di dunia yg kehilangan martabat dan harga diri di panggung internasional harusnya kita bangga dong ya baru kali ini di era kepemimpinan saat ini ada yg bisa dicontoh dari ri oleh negara lain contoh yg salah tapi
@dwi_brom @dinopattidjalal @Kemlu_RI @Menlu_RI @prabowo Kan hapenya dipegang buna. Gak boleh main HP kalo belum dapat nilai bagus ,kan hapenya dipegang buna gak boleh main hp kalo belum dapat nilai bagus
@dinopattidjalal @Kemlu_RI @Menlu_RI hahahahahahhaa... setuju Mas Menteri.. SAMA SEKALI TIDAK MENYEBUT AMERIKA SERIKAT!!! Menlu kita sekarang memang PENGECUT!!! Cerminan atasan?,hahahahahahhaa setuju mas menteri sama sekali tidak menyebut amerika serikat menlu kita sekarang memang pengecut cerminan atasan
@dinopattidjalal @Kemlu_RI @Menlu_RI Kan Israel udah investasi besar di Indo sampai ada 50 visa itu. Kata prubowo kekuatan Aseng makanya kelakuan pejabat ama polri kaya yahudi semua...,kan israel udah investasi besar di indo sampai ada visa itu kata prubowo kekuatan aseng makanya kelakuan pejabat ama polri kaya yahudi semua
@dinopattidjalal @Kemlu_RI @Menlu_RI GARIS BESARNYA APAKAH YG MAU DI HARAPKAN DARI PENGUASA HASIL PEMILU CURANG 2024 LALU ...? SAYA LIHAT HAMPIER TIDAK ADA KEBIJAKAN YG JUJUR... REGULASINYA BAU BUSUK SYARAT KEPENTINGAN POLITIK KEKUASAAN ... PAGAR LAUT ? RIZA CHALID ? KUOTA HAJI ? JUDOL ? GRATIF JET KAESANG ? DLL ?,garis besarnya apakah yg mau di harapkan dari penguasa hasil pemilu curang lalu saya lihat hampier tidak ada kebijakan yg jujur regulasinya bau busuk syarat kepentingan politik kekuasaan pagar laut riza chalid kuota haji judol gratif jet kaesang dll
@dinopattidjalal @Kemlu_RI @Menlu_RI Menlunya bingung ga tahu mau ngomong apa krn belum ada komando dr bosnya utk berbicara langsung krn bosnya tell me alias makin lambat daya pikirnya... Akhirnya chatbot yg disuruh komen...,menlunya bingung ga tahu mau ngomong apa krn belum ada komando dr bosnya utk berbicara langsung krn bosnya tell me alias makin lambat daya pikirnya akhirnya chatbot yg disuruh komen
@ramazaynworld @dinopattidjalal @Kemlu_RI @Menlu_RI Jadi boleh ya kalo wowok dihilangkan kek Mahasiswa ?,jadi boleh ya kalo wowok dihilangkan kek mahasiswa
@dinopattidjalal @Kemlu_RI @Menlu_RI https://t.co/wx6zeSFScR,
@dinopattidjalal @Kemlu_RI @Menlu_RI apakah kita sudah menjadi budak Amerika dan bersikap budeg pada hal-hal yang tak sesuai dengan hukum internasional yang dilakukan oleh Amerika?,apakah kita sudah menjadi budak amerika dan bersikap budeg pada halhal yang tak sesuai dengan hukum internasional yang dilakukan oleh amerika
@ramazaynworld @dinopattidjalal @Kemlu_RI @Menlu_RI Dasar tidak patriotik! Ini soal sikap kita bangsa bezaaaaaar! https://t.co/Afavsvwko2,dasar tidak patriotik ini soal sikap kita bangsa bezaaaaaar
@dinopattidjalal @Kemlu_RI @Menlu_RI Negeri dg pejabat inkompeten,negeri dg pejabat inkompeten
@dinopattidjalal @Kemlu_RI @Menlu_RI Dia itu bukan Menlu tapi ketua RT,dia itu bukan menlu tapi ketua rt
@vladsyarif13 @dinopattidjalal @Kemlu_RI @Menlu_RI Macan Asia: https://t.co/4UXPmMx3GK,macan asia
@dinopattidjalal @Kemlu_RI @Menlu_RI terlihat serupa dgn statement PM Malaysia,terlihat serupa dgn statement pm malaysia
@dinopattidjalal @Kemlu_RI @Menlu_RI https://t.co/g8qE4LqQ0G,
@dinopattidjalal @Kemlu_RI @Menlu_RI Saya kira semua org memang perlu berhati-hati berkomentar mengenai perkembangan terakhir di Venezuela karena kita tidak bisa cuma fokus pada kejadian terbaru ada rentetan peristiwa sebelumnya yang perlu dicermati untuk sampai pada satu kesimpulan final.,saya kira semua org memang perlu berhatihati berkomentar mengenai perkembangan terakhir di venezuela karena kita tidak bisa cuma fokus pada kejadian terbaru ada rentetan peristiwa sebelumnya yang perlu dicermati untuk sampai pada satu kesimpulan final
@dinopattidjalal @Kemlu_RI @Menlu_RI AS telah melanggar tata tertib pergaulan internasional dan kalau RI tidak bereaksi keras RI hanyalah macan ompong bukan macan asia ,as telah melanggar tata tertib pergaulan internasional dan kalau ri tidak bereaksi keras ri hanyalah macan ompong bukan macan asia
@dinopattidjalal @Kemlu_RI @Menlu_RI Padahal Indonesia bukan sekedar pemain Global South. @Prabowo sendiri yang menawarkan Indonesia sbg bridge builder North-South. Nampaknya akan ada harga yang harus dibayar oleh @POTUS untuk Indonesia terkait diamnya Indonesia.,padahal indonesia bukan sekedar pemain global south sendiri yang menawarkan indonesia sbg bridge builder northsouth nampaknya akan ada harga yang harus dibayar oleh untuk indonesia terkait diamnya indonesia
@dinopattidjalal @Kemlu_RI @Menlu_RI Takut sama @realDonaldTrump https://t.co/qr248e0yPy,takut sama
@dinopattidjalal @Kemlu_RI @Menlu_RI Jangan heran istilahnya beliau tidak percaya diri beneran ,jangan heran istilahnya beliau tidak percaya diri beneran
@bakwanlover @dinopattidjalal @Kemlu_RI @Menlu_RI Wamenlu nya ada 2 gak pernah kedengeran,wamenlu nya ada gak pernah kedengeran
@dinopattidjalal @Kemlu_RI @Menlu_RI Sampeyan konon kan diplomat Pak @dinopattidjalal pernyataan @Kemlu_RI ga jauh beda dgn Singapore punya Pak. https://t.co/ohJHELHDPF,sampeyan konon kan diplomat pak pernyataan ga jauh beda dgn singapore punya pak
@dinopattidjalal @Kemlu_RI @Menlu_RI Salute sama PM Malaysia. Tegas!,salute sama pm malaysia tegas
@NiniN710_1199 @dinopattidjalal @Kemlu_RI @Menlu_RI ,
@GunGuna0446496 @dinopattidjalal @InFebriyan128 @Kemlu_RI @Menlu_RI Gara gara 58 hanya omon omon,gara gara hanya omon omon
@dinopattidjalal @Kemlu_RI @Menlu_RI Lah mana berani sama asing,lah mana berani sama asing
@emerson_yuntho @dinopattidjalal @Kemlu_RI @Menlu_RI Wong pancen anak magang ,wong pancen anak magang
@dinopattidjalal @Kemlu_RI @Menlu_RI Mungkin masih menunggu petunjuk ketua partai. Kebanyakan pejabat yg notabene anggota suatu partai politik 'mengembik' apa kata sang ketua partai. Ini menurut keyakinan saya.,mungkin masih menunggu petunjuk ketua partai kebanyakan pejabat yg notabene anggota suatu partai politik mengembik apa kata sang ketua partai ini menurut keyakinan saya
@dinopattidjalal @Kemlu_RI @Menlu_RI Aduh kok pake heran sih pak heran mah kalo cepet tanggap dan buat statement tegas.Kalo begini mah ga usah heran wong memang biasanya pun begitu kok.,aduh kok pake heran sih pak heran mah kalo cepet tanggap dan buat statement tegaskalo begini mah ga usah heran wong memang biasanya pun begitu kok
@jondhez @dinopattidjalal @Kemlu_RI @Menlu_RI @NataliusPigai2 https://t.co/1D21ldHMd6,
@dinopattidjalal @Kemlu_RI @Menlu_RI Saya berbeda pendapat Pernyataan resmi kementerian luar negeri merupakan parameter resmi sikap negara Pada kasus kasus krusial SANGAT TEPAT sikap menlu (dan pak presiden @prabowo ) untuk sangat berhati hati sebelum membuat pernyataan Pantau dulu perkembangan nya. Perubahan,saya berbeda pendapat pernyataan resmi kementerian luar negeri merupakan parameter resmi sikap negara pada kasus kasus krusial sangat tepat sikap menlu dan pak presiden untuk sangat berhati hati sebelum membuat pernyataan pantau dulu perkembangan nya perubahan
@dinopattidjalal @Kemlu_RI @Menlu_RI Kita ini bangsa yang besar.. ucap si macan ompong,kita ini bangsa yang besar ucap si macan ompong
@dinopattidjalal @Kemlu_RI @Menlu_RI Sampeyan konon kan diplomat Pak @dinopattidjalal pernyataan @Kemlu_RI ga jauh beda dgn Singapore punya Pak. https://t.co/ohJHELHDPF,sampeyan konon kan diplomat pak pernyataan ga jauh beda dgn singapore punya pak
@dinopattidjalal @Kemlu_RI @Menlu_RI Sesungguhnya... DONALD TRUMP itu sedang membangkitkan PERANG SALIB perang sesama Imperium KARESTEN lalu Ummat Yesus Allaihissalam dan Muhammad SAW dijadikan korban Kolonial APEK: Asosiasi Penjajah Karesten Tentunyaahh..,sesungguhnya donald trump itu sedang membangkitkan perang salib perang sesama imperium karesten lalu ummat yesus allaihissalam dan muhammad saw dijadikan korban kolonial apek asosiasi penjajah karesten tentunyaahh
@dinopattidjalal @Kemlu_RI @Menlu_RI Menurut analisis saya berdasarkan pernyataan resmi Kemlu RI dan berita terkini terlalu berisiko merusak hubungan bilateral. Untuk menjaga netralitas diplomatik hindari konfrontasi lgsg &amp; fokus pada prinsip umum sptkedaulatan tanpa menarget pihak spesifik sesuai POLICY LN RO,menurut analisis saya berdasarkan pernyataan resmi kemlu ri dan berita terkini terlalu berisiko merusak hubungan bilateral untuk menjaga netralitas diplomatik hindari konfrontasi lgsg amp fokus pada prinsip umum sptkedaulatan tanpa menarget pihak spesifik sesuai policy ln ro
@dinopattidjalal @Kemlu_RI @Menlu_RI https://t.co/nzD8OYlrO6 Malaysia lebih progesif.,malaysia lebih progesif
@dinopattidjalal @Kemlu_RI @Menlu_RI Saya Prihatin...Kata pak SBY.,saya prihatinkata pak sby
@dinopattidjalal @Kemlu_RI @Menlu_RI Ada minyak RI di Venezuela..... ko @prabowo @bahlillahadalia @KementerianESDM @Menlu_RI @MyPertaminaID pada diam. https://t.co/rDZbtmQL3C,ada minyak ri di venezuela ko pada diam
@dinopattidjalal @Kemlu_RI @Menlu_RI Takut nego tarif dagang gagal pdhl ga nguntungin sama sekali jg. Wkwk,takut nego tarif dagang gagal pdhl ga nguntungin sama sekali jg wkwk
@dinopattidjalal @Kemlu_RI @Menlu_RI sejak Macan Asia Menjadi presiden... kita takut dengan negara lain.. kita takut untuk menangkap koruptor. kita takut menangkapa pelaku pembalakan liar. kita takut ketika rakyat menjadi kritis dan pandai.. itulah kita hidup.. Jokowi....,sejak macan asia menjadi presiden kita takut dengan negara lain kita takut untuk menangkap koruptor kita takut menangkapa pelaku pembalakan liar kita takut ketika rakyat menjadi kritis dan pandai itulah kita hidup jokowi
@dinopattidjalal @Kemlu_RI @Menlu_RI Pak Pattidjalal pura pura gak tau ya pernyataan Menlu tentu persetujuan Presiden tau kan pembicaraan empat mata Presiden dgn Donal Trum yg bocor di mic &amp; viral di medsos ,pak pattidjalal pura pura gak tau ya pernyataan menlu tentu persetujuan presiden tau kan pembicaraan empat mata presiden dgn donal trum yg bocor di mic amp viral di medsos
@dinopattidjalal @Kemlu_RI @Menlu_RI Mental JONGOS disuruh berani.. Mana mungkin..,mental jongos disuruh berani mana mungkin
@namazu_sensei @dinopattidjalal @Kemlu_RI @Menlu_RI Radanya ini.benar banget ,radanya inibenar banget
@emerson_yuntho @dinopattidjalal @Kemlu_RI @Menlu_RI Loh si pigai sudah packing koper padahal mo ke new york,loh si pigai sudah packing koper padahal mo ke new york
@PriyonoDepi @dinopattidjalal @Kemlu_RI @Menlu_RI Jangan lupa openingnya: heey antek antek asing! ,jangan lupa openingnya heey antek antek asing
@dinopattidjalal @Kemlu_RI @Menlu_RI Sekelas pak Dino aja heran lhooo....,sekelas pak dino aja heran lhooo
@dinopattidjalal @Kemlu_RI @Menlu_RI gimana mo jadi 5 super power dunia,gimana mo jadi super power dunia
@dinopattidjalal @Kemlu_RI @Menlu_RI Menlunya ngurusin Pilkada,menlunya ngurusin pilkada
@dinopattidjalal @Kemlu_RI @Menlu_RI he s busy ngapa2in Pilkada pls don t disturb him,he s busy ngapain pilkada pls don t disturb him
@KangSemproel @NiniN710_1199 @dinopattidjalal @Kemlu_RI @Menlu_RI ,
@ditoradhyaa @yudhis147 @dinopattidjalal @Kemlu_RI @Menlu_RI Sebagai Menlu RI (1999-2001) di era Gus Dur prestasi Alwi Shihab meliputi: - Memperbaiki hubungan bilateral Indonesia-Portugal diakui dengan penghargaan dari Presiden Portugal (2012). - Menjadi utusan khusus ke Timur Tengah &amp; Organisasi Konferensi Islam untuk diplomasi. -,sebagai menlu ri di era gus dur prestasi alwi shihab meliputi memperbaiki hubungan bilateral indonesiaportugal diakui dengan penghargaan dari presiden portugal menjadi utusan khusus ke timur tengah amp organisasi konferensi islam untuk diplomasi
@dinopattidjalal @Kemlu_RI @Menlu_RI https://t.co/OTlX0a2Hqy,
@dinopattidjalal @Kemlu_RI @Menlu_RI sejak kapan pemerintah kita berani?? mereka mah beraninya ama warga sendiri doang ama bule di bali aja diinjek injek gak ngelawan,sejak kapan pemerintah kita berani mereka mah beraninya ama warga sendiri doang ama bule di bali aja diinjek injek gak ngelawan
@RencanaTrading @dinopattidjalal @Kemlu_RI @Menlu_RI Apa yg mau diharapkan dr menlu sekarang yg tidak punya stance,apa yg mau diharapkan dr menlu sekarang yg tidak punya stance
@dinopattidjalal @Kemlu_RI @Menlu_RI Apakah : USA menyodorkan konsep perencanaan pilpres 2024 berikut jajaran kabinetnya bila 02 menang ?? Apakah ada kontribusi dana dari sana jg ?,apakah usa menyodorkan konsep perencanaan pilpres berikut jajaran kabinetnya bila menang apakah ada kontribusi dana dari sana jg
@dinopattidjalal @Kemlu_RI @Menlu_RI Benar.. menlu kita banyak diamnya. Kemungkinan ga paham juga apa yg mau dia omongin,benar menlu kita banyak diamnya kemungkinan ga paham juga apa yg mau dia omongin
@dinopattidjalal @Kemlu_RI @Menlu_RI Betul pak. Padahal KITA BANGSA YANG BESAR! ,betul pak padahal kita bangsa yang besar
@dinopattidjalal @Kemlu_RI @Menlu_RI Bapak heran pernyataan seperti ini keluar dari kementerian yang dipimpin orang tidak capable &amp; kompeten? FORKS FOUND IN THE KITCHEN DUH PAK https://t.co/NFGVWwqGho,bapak heran pernyataan seperti ini keluar dari kementerian yang dipimpin orang tidak capable amp kompeten forks found in the kitchen duh pak
@dinopattidjalal @Kemlu_RI @Menlu_RI Jangan malu malu kalau dukung trump serang negara besar sampaikan saja. Hidup trumph !,jangan malu malu kalau dukung trump serang negara besar sampaikan saja hidup trumph
@dinopattidjalal @Kemlu_RI @Menlu_RI Harga diri nyangkut terbawa banjir bandang dia Aceh Tamiang,harga diri nyangkut terbawa banjir bandang dia aceh tamiang
@dinopattidjalal @Kemlu_RI @Menlu_RI saya juga heran pak,saya juga heran pak
@rizkydika_ @dinopattidjalal @Kemlu_RI @Menlu_RI Level Camat aja belom ...,level camat aja belom
@dinopattidjalal @Kemlu_RI @Menlu_RI Kalau tindakan tersebut dibenarkan. Bisa kejadian juga thailand culik perdana mentri kamboja?,kalau tindakan tersebut dibenarkan bisa kejadian juga thailand culik perdana mentri kamboja
@erlangga_tsu @dinopattidjalal @Kemlu_RI @Menlu_RI Menurut analisis saya berdasarkan pernyataan resmi Kemlu RI dan berita terkini menyebut Amerika Serikat bisa memperkuat sikap bebas aktif Indonesia seperti kritik terhadap invasi Iraq dulu tapi juga berisiko merusak hubungan bilateral. Kemungkinan alasan tidak disebut:,menurut analisis saya berdasarkan pernyataan resmi kemlu ri dan berita terkini menyebut amerika serikat bisa memperkuat sikap bebas aktif indonesia seperti kritik terhadap invasi iraq dulu tapi juga berisiko merusak hubungan bilateral kemungkinan alasan tidak disebut
@dinopattidjalal @Kemlu_RI @Menlu_RI Maklum lah Pak Dino menlu skrg kan titipan ,maklum lah pak dino menlu skrg kan titipan
@dinopattidjalal @Kemlu_RI @Menlu_RI mungkin takut juga https://t.co/ezUOy5YItv,mungkin takut juga
@PriyonoDepi @dinopattidjalal @Kemlu_RI @Menlu_RI Hehehe kalimat itu kaya di ulang2 kaya kaset ya Belum ada kalimat baru kaya nya. Antek asing yg merusak bangsa kita . Padahal yg korup orang indonesia bukan bangsa asing,hehehe kalimat itu kaya di ulang kaya kaset ya belum ada kalimat baru kaya nya antek asing yg merusak bangsa kita padahal yg korup orang indonesia bukan bangsa asing
@dinopattidjalal @Kemlu_RI @Menlu_RI Negara ini beraninya sama rakyat sendiri doang,negara ini beraninya sama rakyat sendiri doang
@dinopattidjalal @Kemlu_RI @Menlu_RI Kan emang antek antek aseng,kan emang antek antek aseng
@dinopattidjalal @Kemlu_RI @Menlu_RI Takut dihajar sama tarif Pak ,takut dihajar sama tarif pak
@dinopattidjalal @Kemlu_RI @Menlu_RI Pak jangan ikut2 lcampur soal penangkapan Nicolas. Bisa2 Indonesia di persulit oleh Amerika. Terutama Ekspor2 Indonesia masuk ke Amerika. Bapak sebagai mantan dubes harus paham soal seluk beluk Amerika. Indonesia sebagai negara miskin masih ketergantungan dr USA.,pak jangan ikut lcampur soal penangkapan nicolas bisa indonesia di persulit oleh amerika terutama ekspor indonesia masuk ke amerika bapak sebagai mantan dubes harus paham soal seluk beluk amerika indonesia sebagai negara miskin masih ketergantungan dr usa
@dinopattidjalal @Kemlu_RI @Menlu_RI kalo kowi nyebut kk besar kalo kowo nyebut Negara sahabat lahan aja di obral yg penting bisa ngutang yg bayar tinggal nyekik rakyat,kalo kowi nyebut kk besar kalo kowo nyebut negara sahabat lahan aja di obral yg penting bisa ngutang yg bayar tinggal nyekik rakyat
@dinopattidjalal @Kemlu_RI @Menlu_RI Dah pada ngeri sekelas presiden aja bisa dicokok malem2 dlm hitungan jam aplg menteri.....buat US bisa secepat bersin doang. Selama rakyat tdk mendukung penguasanya maka asing mampu spt itu. Kita bisa liat skrg bgmn penguasa memperlakukan rakyatnya...,dah pada ngeri sekelas presiden aja bisa dicokok malem dlm hitungan jam aplg menteribuat us bisa secepat bersin doang selama rakyat tdk mendukung penguasanya maka asing mampu spt itu kita bisa liat skrg bgmn penguasa memperlakukan rakyatnya
@dinopattidjalal @Kemlu_RI @Menlu_RI call out pak jangan-jangan udah kena influence antek aseng,call out pak janganjangan udah kena influence antek aseng
@dinopattidjalal @Kemlu_RI @Menlu_RI Penguasanya chicken shit... Level ayam sayur mau berharap apa bang...???,penguasanya chicken shit level ayam sayur mau berharap apa bang
@dinopattidjalal @Kemlu_RI @Menlu_RI Gak masuk wa grup pak makanya binggung. ,gak masuk wa grup pak makanya binggung
@dinopattidjalal @Kemlu_RI @Menlu_RI Berarti politik bebas aktifnya diterjemahkan seperti realpolitik/ politik pragmatis,berarti politik bebas aktifnya diterjemahkan seperti realpolitik politik pragmatis
@dinopattidjalal @Kemlu_RI @Menlu_RI MUNGKIN PRESIDEN PRABOWO JUGA DAG DIG DUG... MENDING NYURUH MENLU JANGAN BANYAK KOMENTAR KETIMBANG BESOK MALAM GILIRAN GUA DI CIDUK JUGA KAYAK MADURO,mungkin presiden prabowo juga dag dig dug mending nyuruh menlu jangan banyak komentar ketimbang besok malam giliran gua di ciduk juga kayak maduro
